Size,formula,normalized,normalizedSize
10,Diamond(!((y --> (Diamond(Box(x)) && !(u))))),(Box((((y --> (((Box((Box(x) --> ⊥)) --> ⊥) --> ((u --> ⊥) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),24
10,Diamond(((!(q) || u) --> (w <-> Box(y)))),(Box((((((q --> ⊥) --> ⊥) --> u) --> (((w --> Box(y)) --> ((Box(y) --> w) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),26
10,,,-1
10,,,-1
10,,,-1
11,((v || x) --> Box((Diamond(z) <-> Diamond(Diamond(v))))),(((v --> ⊥) --> x) --> Box(((((Box((z --> ⊥)) --> ⊥) --> (Box(((Box((v --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> (((Box(((Box((v --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> (Box((z --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥))),48
11,((Diamond(⊥) <-> Diamond(s)) <-> (x && (x <-> v))),(((((((Box((⊥ --> ⊥)) --> ⊥) --> (Box((s --> ⊥)) --> ⊥)) --> (((Box((s --> ⊥)) --> ⊥) --> (Box((⊥ --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ((x --> ((((x --> v) --> ((v --> x) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ((((x --> ((((x --> v) --> ((v --> x) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ((((Box((⊥ --> ⊥)) --> ⊥) --> (Box((s --> ⊥)) --> ⊥)) --> (((Box((s --> ⊥)) --> ⊥) --> (Box((⊥ --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),103
11,Box(((z && !(Diamond((p || w)))) || Diamond(y))),Box(((((z --> (((Box((((p --> ⊥) --> w) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (Box((y --> ⊥)) --> ⊥))),28
11,Box(Box((Diamond((Diamond(q) <-> (w --> r))) --> ⊥))),Box(Box(((Box((((((Box((q --> ⊥)) --> ⊥) --> (w --> r)) --> (((w --> r) --> (Box((q --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥))),34
11,Box(((s <-> Diamond(w)) && ((u && w) <-> ⊥))),Box((((((s --> (Box((w --> ⊥)) --> ⊥)) --> (((Box((w --> ⊥)) --> ⊥) --> s) --> ⊥)) --> ⊥) --> ((((((u --> (w --> ⊥)) --> ⊥) --> ⊥) --> ((⊥ --> ((u --> (w --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)),50
11,Box(((p && w) || Box(!(Diamond((t --> r)))))),Box(((((p --> (w --> ⊥)) --> ⊥) --> ⊥) --> Box(((Box(((t --> r) --> ⊥)) --> ⊥) --> ⊥)))),22
11,Box((!(!(!(!((r --> ⊥))))) <-> Diamond(y))),Box(((((((((r --> ⊥) --> ⊥) --> ⊥) --> ⊥) --> ⊥) --> (Box((y --> ⊥)) --> ⊥)) --> (((Box((y --> ⊥)) --> ⊥) --> (((((r --> ⊥) --> ⊥) --> ⊥) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)),42
11,(t <-> (w && Box((Diamond(Box(v)) --> Diamond(s))))),(((t --> ((w --> (Box(((Box((Box(v) --> ⊥)) --> ⊥) --> (Box((s --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥)) --> ((((w --> (Box(((Box((Box(v) --> ⊥)) --> ⊥) --> (Box((s --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥) --> t) --> ⊥)) --> ⊥),51
11,((p && p) || ((u --> v) <-> (z <-> p))),((((p --> (p --> ⊥)) --> ⊥) --> ⊥) --> ((((u --> v) --> (((z --> p) --> ((p --> z) --> ⊥)) --> ⊥)) --> (((((z --> p) --> ((p --> z) --> ⊥)) --> ⊥) --> (u --> v)) --> ⊥)) --> ⊥)),45
11,!(((⊥ --> (w <-> Box(r))) && (r <-> z))),((((⊥ --> (((w --> Box(r)) --> ((Box(r) --> w) --> ⊥)) --> ⊥)) --> ((((r --> z) --> ((z --> r) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥),33
11,((w <-> !(Box((x <-> w)))) --> Diamond(Diamond(z))),((((w --> (Box((((x --> w) --> ((w --> x) --> ⊥)) --> ⊥)) --> ⊥)) --> (((Box((((x --> w) --> ((w --> x) --> ⊥)) --> ⊥)) --> ⊥) --> w) --> ⊥)) --> ⊥) --> (Box(((Box((z --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)),49
11,(!(Box(w)) || Box((Diamond((v && p)) <-> ⊥))),(((Box(w) --> ⊥) --> ⊥) --> Box(((((Box((((v --> (p --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ((⊥ --> (Box((((v --> (p --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥))),41
11,!((Diamond(r) <-> Diamond(Box(!(Box(Box(Diamond(⊥)))))))),(((((Box((r --> ⊥)) --> ⊥) --> (Box((Box((Box(Box((Box((⊥ --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥)) --> ⊥)) --> (((Box((Box((Box(Box((Box((⊥ --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥)) --> ⊥) --> (Box((r --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥),53
11,Box((!(Diamond((⊥ && Box(u)))) <-> (r && v))),Box((((((Box((((⊥ --> (Box(u) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ((r --> (v --> ⊥)) --> ⊥)) --> ((((r --> (v --> ⊥)) --> ⊥) --> ((Box((((⊥ --> (Box(u) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)),52
11,!(((q <-> x) --> Diamond(((z && r) <-> ⊥)))),(((((q --> x) --> ((x --> q) --> ⊥)) --> ⊥) --> (Box(((((((z --> (r --> ⊥)) --> ⊥) --> ⊥) --> ((⊥ --> ((z --> (r --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥),42
11,(!((!(p) --> Diamond((y || v)))) <-> Diamond(p)),((((((p --> ⊥) --> (Box((((y --> ⊥) --> v) --> ⊥)) --> ⊥)) --> ⊥) --> (Box((p --> ⊥)) --> ⊥)) --> (((Box((p --> ⊥)) --> ⊥) --> (((p --> ⊥) --> (Box((((y --> ⊥) --> v) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),51
11,((!(Diamond(v)) --> Diamond(t)) || (v <-> Diamond(s))),(((((Box((v --> ⊥)) --> ⊥) --> ⊥) --> (Box((t --> ⊥)) --> ⊥)) --> ⊥) --> (((v --> (Box((s --> ⊥)) --> ⊥)) --> (((Box((s --> ⊥)) --> ⊥) --> v) --> ⊥)) --> ⊥)),39
11,(Diamond(!(v)) --> (Box((w && w)) <-> Diamond(p))),((Box(((v --> ⊥) --> ⊥)) --> ⊥) --> (((Box(((w --> (w --> ⊥)) --> ⊥)) --> (Box((p --> ⊥)) --> ⊥)) --> (((Box((p --> ⊥)) --> ⊥) --> Box(((w --> (w --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥)),44
11,((Box(!(t)) && r) <-> !((Box(⊥) && x))),(((((Box((t --> ⊥)) --> (r --> ⊥)) --> ⊥) --> (((Box(⊥) --> (x --> ⊥)) --> ⊥) --> ⊥)) --> (((((Box(⊥) --> (x --> ⊥)) --> ⊥) --> ⊥) --> ((Box((t --> ⊥)) --> (r --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),47
11,((⊥ <-> !(r)) --> (s || (⊥ && Box(q)))),((((⊥ --> (r --> ⊥)) --> (((r --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> ((s --> ⊥) --> ((⊥ --> (Box(q) --> ⊥)) --> ⊥))),28
11,((⊥ || s) || (!(Box(q)) <-> Diamond(!(s)))),((((⊥ --> ⊥) --> s) --> ⊥) --> ((((Box(q) --> ⊥) --> (Box(((s --> ⊥) --> ⊥)) --> ⊥)) --> (((Box(((s --> ⊥) --> ⊥)) --> ⊥) --> (Box(q) --> ⊥)) --> ⊥)) --> ⊥)),39
11,((w || s) && (z <-> (⊥ || (v <-> ⊥)))),((((w --> ⊥) --> s) --> ((((z --> ((⊥ --> ⊥) --> (((v --> ⊥) --> ((⊥ --> v) --> ⊥)) --> ⊥))) --> ((((⊥ --> ⊥) --> (((v --> ⊥) --> ((⊥ --> v) --> ⊥)) --> ⊥)) --> z) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),49
11,((!((Box(s) <-> s)) && Diamond(x)) || Diamond(⊥)),((((((((Box(s) --> s) --> ((s --> Box(s)) --> ⊥)) --> ⊥) --> ⊥) --> ((Box((x --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (Box((⊥ --> ⊥)) --> ⊥)),35
11,((⊥ <-> t) --> ((t --> (p --> w)) <-> w)),((((⊥ --> t) --> ((t --> ⊥) --> ⊥)) --> ⊥) --> ((((t --> (p --> w)) --> w) --> ((w --> (t --> (p --> w))) --> ⊥)) --> ⊥)),31
11,(!(Box(t)) <-> (⊥ && Box(Box((w || y))))),((((Box(t) --> ⊥) --> ((⊥ --> (Box(Box(((w --> ⊥) --> y))) --> ⊥)) --> ⊥)) --> ((((⊥ --> (Box(Box(((w --> ⊥) --> y))) --> ⊥)) --> ⊥) --> (Box(t) --> ⊥)) --> ⊥)) --> ⊥),41
11,!(!(((y <-> Box(u)) --> (s && !(⊥))))),((((((y --> Box(u)) --> ((Box(u) --> y) --> ⊥)) --> ⊥) --> ((s --> ((⊥ --> ⊥) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥),27
11,((t || !(v)) --> !((!(p) <-> !(x)))),(((t --> ⊥) --> (v --> ⊥)) --> (((((p --> ⊥) --> (x --> ⊥)) --> (((x --> ⊥) --> (p --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)),29
11,(y && (Box((x || t)) || Diamond((v && t)))),((y --> (((Box(((x --> ⊥) --> t)) --> ⊥) --> (Box((((v --> (t --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),27
11,(!(Box(s)) --> ((p <-> w) || Box(Diamond(v)))),((Box(s) --> ⊥) --> (((((p --> w) --> ((w --> p) --> ⊥)) --> ⊥) --> ⊥) --> Box((Box((v --> ⊥)) --> ⊥)))),26
11,(q --> Box(Box((Box(Diamond(q)) || (r || q))))),(q --> Box(Box(((Box((Box((q --> ⊥)) --> ⊥)) --> ⊥) --> ((r --> ⊥) --> q))))),19
11,!(Diamond((Box(s) || (x || (r && !(y)))))),((Box((((Box(s) --> ⊥) --> ((x --> ⊥) --> ((r --> ((y --> ⊥) --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥) --> ⊥),25
11,(!(Box(Box((Diamond(y) && Diamond(!(⊥)))))) --> y),((Box(Box((((Box((y --> ⊥)) --> ⊥) --> ((Box(((⊥ --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))) --> ⊥) --> y),25
11,(Diamond(v) || !(!((⊥ || Box(Diamond(!(v))))))),(((Box((v --> ⊥)) --> ⊥) --> ⊥) --> ((((⊥ --> ⊥) --> Box((Box(((v --> ⊥) --> ⊥)) --> ⊥))) --> ⊥) --> ⊥)),26
11,Box((Diamond((⊥ && r)) || (!(t) && Diamond(p)))),Box((((Box((((⊥ --> (r --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (((t --> ⊥) --> ((Box((p --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))),30
11,((v || !(y)) || Box((Diamond(r) --> !(z)))),((((v --> ⊥) --> (y --> ⊥)) --> ⊥) --> Box(((Box((r --> ⊥)) --> ⊥) --> (z --> ⊥)))),21
11,((!(x) || (t || (Box(y) && ⊥))) && ⊥),(((((x --> ⊥) --> ⊥) --> ((t --> ⊥) --> ((Box(y) --> (⊥ --> ⊥)) --> ⊥))) --> (⊥ --> ⊥)) --> ⊥),24
11,(Diamond(((q && z) <-> v)) || (z && !(s))),(((Box(((((((q --> (z --> ⊥)) --> ⊥) --> v) --> ((v --> ((q --> (z --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ((z --> ((s --> ⊥) --> ⊥)) --> ⊥)),40
11,!((!(((s --> y) && !(s))) && !(⊥))),(((((((s --> y) --> ((s --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ((⊥ --> ⊥) --> ⊥)) --> ⊥) --> ⊥),23
11,((w <-> x) && Diamond(Diamond(Diamond((Diamond(⊥) --> x))))),(((((w --> x) --> ((x --> w) --> ⊥)) --> ⊥) --> ((Box(((Box(((Box((((Box((⊥ --> ⊥)) --> ⊥) --> x) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),39
11,((r --> (u && Box(!(s)))) && (v && w)),(((r --> ((u --> (Box((s --> ⊥)) --> ⊥)) --> ⊥)) --> (((v --> (w --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),24
11,(Diamond((!((z --> ⊥)) && u)) --> (p --> v)),((Box((((((z --> ⊥) --> ⊥) --> (u --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> (p --> v)),20
11,!((((Box(p) || p) && ⊥) --> Diamond(!(u)))),((((((Box(p) --> ⊥) --> p) --> (⊥ --> ⊥)) --> ⊥) --> (Box(((u --> ⊥) --> ⊥)) --> ⊥)) --> ⊥),23
11,((t && Diamond(((v && ⊥) --> t))) && Box(w)),((((t --> ((Box(((((v --> (⊥ --> ⊥)) --> ⊥) --> t) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> (Box(w) --> ⊥)) --> ⊥),27
11,((u && q) || !(Box(Diamond((⊥ <-> Diamond(⊥)))))),((((u --> (q --> ⊥)) --> ⊥) --> ⊥) --> (Box((Box(((((⊥ --> (Box((⊥ --> ⊥)) --> ⊥)) --> (((Box((⊥ --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)),39
11,((⊥ || y) && ((Box(t) --> w) && Diamond(u))),((((⊥ --> ⊥) --> y) --> ((((Box(t) --> w) --> ((Box((u --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),25
11,((Diamond((!(s) || !(x))) && Box(s)) && t),(((((Box(((((s --> ⊥) --> ⊥) --> (x --> ⊥)) --> ⊥)) --> ⊥) --> (Box(s) --> ⊥)) --> ⊥) --> (t --> ⊥)) --> ⊥),27
11,(((!(s) --> ⊥) --> Box(s)) || Diamond(!(z))),(((((s --> ⊥) --> ⊥) --> Box(s)) --> ⊥) --> (Box(((z --> ⊥) --> ⊥)) --> ⊥)),19
11,!(((p --> (x && ⊥)) || (!(⊥) || ⊥))),((((p --> ((x --> (⊥ --> ⊥)) --> ⊥)) --> ⊥) --> (((⊥ --> ⊥) --> ⊥) --> ⊥)) --> ⊥),21
11,Box((((Box(w) || v) || w) --> Diamond(Diamond(t)))),Box((((((Box(w) --> ⊥) --> v) --> ⊥) --> w) --> (Box(((Box((t --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))),23
11,(Diamond(((Box(y) && q) --> ⊥)) && (⊥ || ⊥)),(((Box(((((Box(y) --> (q --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> (((⊥ --> ⊥) --> ⊥) --> ⊥)) --> ⊥),25
11,(Diamond(Diamond(Box((p && x)))) && Box(!(Box(p)))),(((Box(((Box((Box(((p --> (x --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> (Box((Box(p) --> ⊥)) --> ⊥)) --> ⊥),28
11,((!(p) --> (Diamond(y) <-> q)) --> Diamond(!(z))),(((p --> ⊥) --> ((((Box((y --> ⊥)) --> ⊥) --> q) --> ((q --> (Box((y --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> (Box(((z --> ⊥) --> ⊥)) --> ⊥)),34
11,Box(Box(Diamond((p && ((⊥ && ⊥) || Diamond(r)))))),Box(Box((Box((((p --> (((((⊥ --> (⊥ --> ⊥)) --> ⊥) --> ⊥) --> (Box((r --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))),29
11,(Diamond(Box((y && p))) || Diamond((Box(x) <-> r))),(((Box((Box(((y --> (p --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥) --> (Box(((((Box(x) --> r) --> ((r --> Box(x)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)),34
11,!((Box((q <-> Box((v && Diamond(w))))) || ⊥)),(((Box((((q --> Box(((v --> ((Box((w --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))) --> ((Box(((v --> ((Box((w --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> q) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥) --> ⊥),42
11,Diamond(((Diamond(⊥) && Box(Diamond((u && w)))) <-> p)),(Box((((((((Box((⊥ --> ⊥)) --> ⊥) --> (Box((Box((((u --> (w --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> p) --> ((p --> (((Box((⊥ --> ⊥)) --> ⊥) --> (Box((Box((((u --> (w --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),62
11,!((⊥ --> Box((((z && ⊥) || z) <-> x)))),((⊥ --> Box((((((((z --> (⊥ --> ⊥)) --> ⊥) --> ⊥) --> z) --> x) --> ((x --> ((((z --> (⊥ --> ⊥)) --> ⊥) --> ⊥) --> z)) --> ⊥)) --> ⊥))) --> ⊥),36
11,Diamond((Box(p) || (s && (Box(v) --> Diamond(z))))),(Box((((Box(p) --> ⊥) --> ((s --> ((Box(v) --> (Box((z --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),25
11,Diamond(((Diamond(Diamond(x)) && Diamond((z --> w))) <-> ⊥)),(Box((((((((Box(((Box((x --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ((Box(((z --> w) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ((⊥ --> (((Box(((Box((x --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ((Box(((z --> w) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),62
11,Diamond((((w && ⊥) --> (⊥ || z)) <-> !(t))),(Box((((((((w --> (⊥ --> ⊥)) --> ⊥) --> ((⊥ --> ⊥) --> z)) --> (t --> ⊥)) --> (((t --> ⊥) --> (((w --> (⊥ --> ⊥)) --> ⊥) --> ((⊥ --> ⊥) --> z))) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),44
11,!(Box(Diamond((⊥ || (!(x) && Diamond(Diamond(t))))))),(Box((Box((((⊥ --> ⊥) --> (((x --> ⊥) --> ((Box(((Box((t --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),31
11,Diamond((Diamond(Diamond((Diamond(⊥) && Diamond(⊥)))) <-> Diamond(w))),(Box((((((Box(((Box(((((Box((⊥ --> ⊥)) --> ⊥) --> ((Box((⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> (Box((w --> ⊥)) --> ⊥)) --> (((Box((w --> ⊥)) --> ⊥) --> (Box(((Box(((((Box((⊥ --> ⊥)) --> ⊥) --> ((Box((⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),78
11,Diamond(Box(!((w && ((⊥ && r) <-> !(v)))))),(Box((Box((((w --> ((((((⊥ --> (r --> ⊥)) --> ⊥) --> (v --> ⊥)) --> (((v --> ⊥) --> ((⊥ --> (r --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥),41
11,Diamond(((⊥ && Diamond(⊥)) && (p --> !(Diamond(p))))),(Box((((((⊥ --> ((Box((⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ((p --> ((Box((p --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),32
11,Diamond(Diamond(Box(((Box(u) || y) && (v && ⊥))))),(Box(((Box((Box(((((Box(u) --> ⊥) --> y) --> (((v --> (⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),29
11,Diamond(Diamond((Diamond(Diamond(!(⊥))) || (t && Diamond(z))))),(Box(((Box(((((Box(((Box(((⊥ --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ((t --> ((Box((z --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),38
11,Diamond(((!((q && ⊥)) <-> Diamond(r)) || !(y))),(Box((((((((((q --> (⊥ --> ⊥)) --> ⊥) --> ⊥) --> (Box((r --> ⊥)) --> ⊥)) --> (((Box((r --> ⊥)) --> ⊥) --> (((q --> (⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥) --> (y --> ⊥)) --> ⊥)) --> ⊥),48
11,Diamond((!(s) && Diamond((Diamond((r <-> t)) || w)))),(Box(((((s --> ⊥) --> ((Box(((((Box(((((r --> t) --> ((t --> r) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> w) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),38
11,Diamond((z || Box((Box((!(p) <-> r)) || p)))),(Box((((z --> ⊥) --> Box(((Box(((((p --> ⊥) --> r) --> ((r --> (p --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> p))) --> ⊥)) --> ⊥),30
11,Diamond(!(Diamond(Box((!(⊥) || (w <-> Diamond(⊥))))))),(Box((((Box((Box((((⊥ --> ⊥) --> ⊥) --> (((w --> (Box((⊥ --> ⊥)) --> ⊥)) --> (((Box((⊥ --> ⊥)) --> ⊥) --> w) --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥),40
11,!(Box((!((z && ⊥)) --> (p <-> Diamond(s))))),(Box(((((z --> (⊥ --> ⊥)) --> ⊥) --> ⊥) --> (((p --> (Box((s --> ⊥)) --> ⊥)) --> (((Box((s --> ⊥)) --> ⊥) --> p) --> ⊥)) --> ⊥))) --> ⊥),34
11,Diamond(((((⊥ || y) <-> t) || Box(t)) --> v)),(Box((((((((((⊥ --> ⊥) --> y) --> t) --> ((t --> ((⊥ --> ⊥) --> y)) --> ⊥)) --> ⊥) --> ⊥) --> Box(t)) --> v) --> ⊥)) --> ⊥),31
11,Diamond(Diamond((!(u) --> (Diamond(u) && (u || p))))),(Box(((Box((((u --> ⊥) --> (((Box((u --> ⊥)) --> ⊥) --> (((u --> ⊥) --> p) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),30
11,Diamond(Diamond((u || !((u || Box((z || z))))))),(Box(((Box((((u --> ⊥) --> (((u --> ⊥) --> Box(((z --> ⊥) --> z))) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),26
11,Diamond(((q && Diamond(x)) || (Box(Box(r)) || p))),(Box((((((q --> ((Box((x --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ((Box(Box(r)) --> ⊥) --> p)) --> ⊥)) --> ⊥),27
11,Diamond((!(!(Box(!(Box(y))))) || (t <-> u))),(Box((((((Box((Box(y) --> ⊥)) --> ⊥) --> ⊥) --> ⊥) --> (((t --> u) --> ((u --> t) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),28
11,!(Box((Diamond(z) && ((⊥ || z) || !(v))))),(Box((((Box((z --> ⊥)) --> ⊥) --> (((((⊥ --> ⊥) --> z) --> ⊥) --> (v --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),25
11,Diamond(((!(x) || p) || (v --> (x --> w)))),(Box(((((((x --> ⊥) --> ⊥) --> p) --> ⊥) --> (v --> (x --> w))) --> ⊥)) --> ⊥),20
11,,,-1
11,,,-1
11,,,-1
12,!(((w && (!(s) <-> !(⊥))) <-> (⊥ || w))),((((((w --> (((((s --> ⊥) --> (⊥ --> ⊥)) --> (((⊥ --> ⊥) --> (s --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ((⊥ --> ⊥) --> w)) --> ((((⊥ --> ⊥) --> w) --> ((w --> (((((s --> ⊥) --> (⊥ --> ⊥)) --> (((⊥ --> ⊥) --> (s --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥),69
12,((!(w) <-> Diamond(w)) <-> (Diamond((p && z)) || p)),(((((((w --> ⊥) --> (Box((w --> ⊥)) --> ⊥)) --> (((Box((w --> ⊥)) --> ⊥) --> (w --> ⊥)) --> ⊥)) --> ⊥) --> (((Box((((p --> (z --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> p)) --> (((((Box((((p --> (z --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> p) --> ((((w --> ⊥) --> (Box((w --> ⊥)) --> ⊥)) --> (((Box((w --> ⊥)) --> ⊥) --> (w --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),89
12,(((v <-> ⊥) --> x) <-> (q <-> Box(Diamond(!(⊥))))),(((((((v --> ⊥) --> ((⊥ --> v) --> ⊥)) --> ⊥) --> x) --> (((q --> Box((Box(((⊥ --> ⊥) --> ⊥)) --> ⊥))) --> ((Box((Box(((⊥ --> ⊥) --> ⊥)) --> ⊥)) --> q) --> ⊥)) --> ⊥)) --> (((((q --> Box((Box(((⊥ --> ⊥) --> ⊥)) --> ⊥))) --> ((Box((Box(((⊥ --> ⊥) --> ⊥)) --> ⊥)) --> q) --> ⊥)) --> ⊥) --> ((((v --> ⊥) --> ((⊥ --> v) --> ⊥)) --> ⊥) --> x)) --> ⊥)) --> ⊥),87
12,(((u || Box(r)) <-> (u && q)) --> (v <-> y)),((((((u --> ⊥) --> Box(r)) --> ((u --> (q --> ⊥)) --> ⊥)) --> ((((u --> (q --> ⊥)) --> ⊥) --> ((u --> ⊥) --> Box(r))) --> ⊥)) --> ⊥) --> (((v --> y) --> ((y --> v) --> ⊥)) --> ⊥)),45
12,((Diamond(r) && y) --> (!(x) <-> (y <-> Diamond(v)))),((((Box((r --> ⊥)) --> ⊥) --> (y --> ⊥)) --> ⊥) --> ((((x --> ⊥) --> (((y --> (Box((v --> ⊥)) --> ⊥)) --> (((Box((v --> ⊥)) --> ⊥) --> y) --> ⊥)) --> ⊥)) --> (((((y --> (Box((v --> ⊥)) --> ⊥)) --> (((Box((v --> ⊥)) --> ⊥) --> y) --> ⊥)) --> ⊥) --> (x --> ⊥)) --> ⊥)) --> ⊥)),68
